id,recorded_at,security,total_bid,total_ask,diff_percent,ppl_dominance,total_bid_splits,total_ask_splits,top_bid_qty,top_bid_price,current_bid_price
98,"2026-01-05 12:10:24",CFVF.N0000,195197,263061,-34.7700,44.0900,67,26,28213,61.500000,62.100000
99,"2026-01-05 12:10:24",CIC.N0000,316713,429248,-35.5300,34.3300,90,44,154939,34.800000,35.000000
100,"2026-01-05 12:10:24",JINS.N0000,65525,89433,-36.4900,33.3300,34,17,4102,132.000000,133.000000
101,"2026-01-05 12:10:24",LHL.N0000,9673,13339,-37.9000,10.3400,16,13,7900,83.000000,83.000000
102,"2026-01-05 12:10:24",EML.N0000,942484,1312091,-39.2200,-9.0900,70,84,475271,4.500000,4.700000
103,"2026-01-05 12:10:24",LPL.X0000,185840,259458,-39.6100,45.0000,58,22,31001,9.600000,10.200000
104,"2026-01-05 12:10:24",EMER.N0000,461523,647246,-40.2400,-34.4500,39,80,54959,12.000000,12.200000
105,"2026-01-05 12:10:24",RHL.X0000,36422,51436,-41.2200,-31.4300,12,23,5000,38.000000,38.100000
106,"2026-01-05 12:10:24",PHAR.N0000,5067,7296,-43.9900,-24.3200,14,23,195,140.000000,140.000000
107,"2026-01-05 12:10:24",TANG.N0000,7936,11494,-44.8300,0.0000,15,15,1900,129.250000,129.250000
108,"2026-01-05 12:10:24",INME.N0000,70,102,-45.7100,-7.6900,12,14,14,1750.000000,1816.000000
109,"2026-01-05 12:10:24",TYRE.N0000,62553,91573,-46.3900,39.1300,48,21,25294,89.100000,89.900000
110,"2026-01-05 12:10:24",SEYB.X0000,89187,133028,-49.1600,4.5500,23,21,11710,76.500000,76.800000
111,"2026-01-05 12:10:24",MULL.N0000,2063120,3080262,-49.3000,19.2700,65,44,1201608,2.000000,2.100000
112,"2026-01-05 12:10:24",ATL.N0000,520036,782587,-50.4900,-13.7900,25,33,21335,26.000000,26.800000
113,"2026-01-05 12:10:24",HUNA.N0000,89621,136400,-52.2000,4.5500,23,21,45600,19.500000,20.200000
114,"2026-01-05 12:10:24",TESS.N0000,2996231,4582253,-52.9300,-9.1800,89,107,2006780,1.400000,1.400000
115,"2026-01-05 12:10:24",COCO.X0000,43624,67451,-54.6200,-21.2100,13,20,10006,44.100000,45.800000
116,"2026-01-05 12:10:24",FCT.N0000,240631,376262,-56.3600,54.1000,141,42,38981,36.600000,37.100000
117,"2026-01-05 12:10:24",AAF.N0000,81020,126820,-56.5300,2.2200,23,22,11876,55.000000,55.900000
118,"2026-01-05 12:10:24",CALH.N0000,863877,1385773,-60.4100,6.4900,123,108,262955,17.800000,18.200000
