security,transformer_avg_score,transformer_last_score,buy_ratio,sell_ratio,hold_ratio,total_signals,transformer_momentum
TANG.N0000,0.3599528626484029,0.40499499440193176,0.0,0.7941176470588235,0.20588235294117646,34,Bearish
TAP.N0000,0.3760889491864613,0.3780556619167328,0.0,0.9285714285714286,0.07142857142857142,14,Bearish
TESS.N0000,0.32052593855630784,0.25641724467277527,0.0,0.9523809523809523,0.047619047619047616,21,Bearish
TESS.X0000,0.3454686558764914,0.2974937856197357,0.0,1.0,0.0,23,Bearish
TILE.N0000,0.368562561850394,0.38164129853248596,0.0,0.7741935483870968,0.22580645161290322,31,Bearish
TJL.N0000,0.3510220664388993,0.36357182264328003,0.0,1.0,0.0,68,Bearish
TKYO.N0000,0.3652920201420784,0.38642895221710205,0.0,0.875,0.125,24,Bearish
TKYO.X0000,0.3903259996856962,0.3698306381702423,0.0,0.5714285714285714,0.42857142857142855,14,Neutral
TPL.N0000,0.32225361210959297,0.34011518955230713,0.0,1.0,0.0,35,Bearish
TRAN.N0000,0.3480515735489981,0.3671334981918335,0.0,0.9285714285714286,0.07142857142857142,28,Bearish
TSML.N0000,0.3792892303317785,0.39989450573921204,0.0,0.75,0.25,16,Bearish
TYRE.N0000,0.37310616340902114,0.40750303864479065,0.0,0.8888888888888888,0.1111111111111111,18,Bearish
UAL.N0000,0.35901369750499723,0.3759760558605194,0.0,0.9,0.1,30,Bearish
UBC.N0000,0.36400802930196124,0.37426355481147766,0.0,0.9166666666666666,0.08333333333333333,24,Bearish
UBF.N0000,0.2484528049826622,0.22188284993171692,0.0,1.0,0.0,14,Bearish
UCAR.N0000,0.3490362513709713,0.41281962394714355,0.0,0.9459459459459459,0.05405405405405406,37,Bearish
UDPL.N0000,0.36542758014467025,0.3755701780319214,0.0,0.7777777777777778,0.2222222222222222,18,Bearish
UML.N0000,0.3584309806083811,0.38265764713287354,0.0,0.7931034482758621,0.20689655172413793,29,Bearish
VFIN.N0000,0.36326645982676536,0.38287997245788574,0.0,0.896551724137931,0.10344827586206896,29,Bearish
VLL.N0000,0.3892093854291098,0.3657556176185608,0.0,0.7142857142857143,0.2857142857142857,14,Bearish
VLL.X0000,0.3586765203786933,0.34922727942466736,0.0,0.8695652173913043,0.13043478260869565,23,Bearish
VONE.N0000,0.38086637705564497,0.41557934880256653,0.0,0.75,0.25,20,Bearish
VPEL.N0000,0.34287455015712315,0.42560359835624695,0.0,0.9259259259259259,0.07407407407407407,27,Bearish
WAPO.N0000,0.3870005168412861,0.3341365456581116,0.0,0.5789473684210527,0.42105263157894735,19,Neutral
WATA.N0000,0.34132851931181823,0.4305277168750763,0.0,0.9772727272727273,0.022727272727272728,44,Bearish
WIND.N0000,0.343162004986117,0.40293043851852417,0.0,0.9354838709677419,0.06451612903225806,31,Bearish
WLTH.N0000,0.12886817504962286,0.23655717074871063,0.0,1.0,0.0,3,Bearish
YORK.N0000,0.3180965483188629,0.3394775092601776,0.0,1.0,0.0,8,Bearish
