security,transformer_avg_score,transformer_last_score,buy_ratio,sell_ratio,hold_ratio,total_signals,transformer_momentum
BRR.N0000,0.3731440384137003,0.3691137135028839,0.0,0.8421052631578947,0.15789473684210525,19,Bearish
BRWN.N0000,0.3580257922410965,0.38905709981918335,0.0,0.9,0.1,20,Bearish
BUKI.N0000,0.36802416412453903,0.3148651123046875,0.0,0.7894736842105263,0.21052631578947367,19,Bearish
CABO.N0000,0.38485287244503313,0.4484769105911255,0.0,0.46153846153846156,0.5384615384615384,13,Neutral
CALF.N0000,0.3555307294193067,0.36979222297668457,0.0,0.6842105263157895,0.3157894736842105,19,Bearish
CALH.N0000,0.36390999611467123,0.4276925325393677,0.0,0.875,0.125,32,Bearish
CALT.N0000,0.34263068437576294,0.35774922370910645,0.0,1.0,0.0,27,Bearish
CARE.N0000,0.34633778780698776,0.3690931499004364,0.0,0.8055555555555556,0.19444444444444445,36,Bearish
CARG.N0000,0.38472541528088705,0.34005987644195557,0.0,0.7857142857142857,0.21428571428571427,14,Bearish
CARS.N0000,0.3813926676909129,0.4006927013397217,0.0,0.7222222222222222,0.2777777777777778,18,Bearish
CBNK.N0000,0.3534292323248727,0.3687858581542969,0.0,1.0,0.0,21,Bearish
CCS.N0000,0.35993802776703465,0.40495774149894714,0.0,0.9230769230769231,0.07692307692307693,26,Bearish
CDB.N0000,0.3658924698829651,0.3604998290538788,0.0,0.8823529411764706,0.11764705882352941,17,Bearish
CDB.X0000,0.378948418630494,0.40677762031555176,0.0,0.5555555555555556,0.4444444444444444,18,Neutral
CERA.N0000,0.35635279961254285,0.45302140712738037,0.0,0.9565217391304348,0.043478260869565216,23,Bearish
CFI.N0000,0.36541052375520977,0.3756517767906189,0.0,0.8095238095238095,0.19047619047619047,21,Bearish
CFIN.N0000,0.33156313817456085,0.405133992433548,0.0,0.9433962264150944,0.05660377358490566,53,Bearish
CFLB.N0000,0.36347439672265736,0.3372012674808502,0.0,0.8571428571428571,0.14285714285714285,14,Bearish
CFVF.N0000,0.36179839198788005,0.404220849275589,0.0,0.875,0.125,24,Bearish
CHL.N0000,0.3443930347760518,0.3952334225177765,0.0,0.875,0.125,24,Bearish
CHL.X0000,0.3664450488592449,0.3809092938899994,0.0,0.7894736842105263,0.21052631578947367,19,Bearish
CHMX.N0000,0.39228278398513794,0.3765755295753479,0.0,0.6666666666666666,0.3333333333333333,15,Bearish
CHOT.N0000,0.36319612711668015,0.4417106807231903,0.0,0.75,0.25,20,Bearish
CIC.N0000,0.365156073982899,0.40512436628341675,0.0,0.8461538461538461,0.15384615384615385,26,Bearish
CIC.X0000,0.3453285599627146,0.409126341342926,0.0,0.9024390243902439,0.0975609756097561,41,Bearish
CIND.N0000,0.3806963011622429,0.38600534200668335,0.0,0.85,0.15,20,Bearish
CINS.N0000,0.3364043653011322,0.2749349772930145,0.0,0.8666666666666667,0.13333333333333333,15,Bearish
CINS.X0000,0.362660625576973,0.3123021423816681,0.0,0.85,0.15,20,Bearish
CINV.N0000,0.36106253787875175,0.38021329045295715,0.0,0.8333333333333334,0.16666666666666666,24,Bearish
CIT.N0000,0.31827754735946656,0.43188950419425964,0.0,0.92,0.08,25,Bearish
CITH.N0000,0.24933508464268275,0.197801873087883,0.0,1.0,0.0,21,Bearish
CITW.N0000,0.040998670582969986,0.029643457382917404,0.0,1.0,0.0,24,Bearish
CLND.N0000,0.3455976295855738,0.4058789014816284,0.0,0.7096774193548387,0.2903225806451613,31,Bearish
COCO.N0000,0.3712567985057831,0.35214877128601074,0.0,0.7419354838709677,0.25806451612903225,31,Bearish
COCO.X0000,0.373008593916893,0.3789460062980652,0.0,0.7,0.3,20,Bearish
COCR.N0000,0.3708359222663076,0.3599335253238678,0.0,1.0,0.0,19,Bearish
COLO.N0000,0.36409861790506465,0.35651201009750366,0.0,0.8947368421052632,0.10526315789473684,38,Bearish
COMB.N0000,0.34607424680143595,0.39912036061286926,0.0,0.96875,0.03125,32,Bearish
COMB.X0000,0.36031827644297953,0.38649797439575195,0.0,0.8947368421052632,0.10526315789473684,38,Bearish
COMD.N0000,0.3520934076772796,0.3630339205265045,0.0,0.8888888888888888,0.1111111111111111,36,Bearish
CONN.N0000,0.3885879563657861,0.37590548396110535,0.0,0.47368421052631576,0.5263157894736842,19,Neutral
COOP.N0000,0.16678071405519457,0.2566404640674591,0.0,1.0,0.0,68,Bearish
CPRT.N0000,0.33278486446330424,0.3687678575515747,0.0,0.9473684210526315,0.05263157894736842,38,Bearish
CRL.N0000,0.3707511767193123,0.403403103351593,0.0,0.6296296296296297,0.37037037037037035,27,Bearish
CSD.N0000,0.3659981476223987,0.3828619420528412,0.0,0.9130434782608695,0.08695652173913043,23,Bearish
CSLK.N0000,0.3695483846323831,0.3721086084842682,0.0,1.0,0.0,14,Bearish
CTBL.N0000,0.3511750102043152,0.3755330741405487,0.0,0.9512195121951219,0.04878048780487805,41,Bearish
CTC.N0000,0.37059483528137205,0.4077298939228058,0.0,0.6,0.4,20,Neutral
CTEA.N0000,0.3893110133134402,0.30646607279777527,0.0,0.5384615384615384,0.46153846153846156,13,Neutral
CTHR.N0000,0.37492997845013937,0.37161725759506226,0.0,0.8,0.2,15,Bearish
CTLD.N0000,0.34430914279073477,0.39220789074897766,0.0,0.875,0.125,32,Bearish
CWL.N0000,0.3557426797019111,0.4611411690711975,0.0,0.8148148148148148,0.18518518518518517,27,Bearish
CWM.N0000,0.3452645293303898,0.3018248677253723,0.0,0.8,0.2,35,Bearish
DFCC.N0000,0.3493103047211965,0.39834821224212646,0.0,0.9666666666666667,0.03333333333333333,30,Bearish
DIAL.N0000,0.3514762292305628,0.3225463032722473,0.0,0.9333333333333333,0.06666666666666667,30,Bearish
DIMO.N0000,0.37863885164260863,0.3621918261051178,0.0,0.7,0.3,20,Bearish
DIPD.N0000,0.35910148486014337,0.35244759917259216,0.0,0.9032258064516129,0.0967741935483871,31,Bearish
DIST.N0000,0.3538520151171191,0.373729944229126,0.0,0.8620689655172413,0.13793103448275862,29,Bearish
DOCK.N0000,0.35579916022040625,0.3433549702167511,0.0,0.8409090909090909,0.1590909090909091,44,Bearish
DPL.N0000,0.3723594268163045,0.37159138917922974,0.0,1.0,0.0,15,Bearish
EAST.N0000,0.35033525171734037,0.4169100522994995,0.0,0.8095238095238095,0.19047619047619047,42,Bearish
EBCR.N0000,0.3784435987472534,0.39326152205467224,0.0,0.782608695652174,0.21739130434782608,23,Bearish
ECL.N0000,0.37519916097323097,0.3761528730392456,0.0,0.8666666666666667,0.13333333333333333,15,Bearish
EDEN.N0000,0.37108033564355636,0.3840668797492981,0.0,0.8888888888888888,0.1111111111111111,18,Bearish
ELPL.N0000,0.33971249334739917,0.4484403133392334,0.0,0.9393939393939394,0.06060606060606061,33,Bearish
EMER.N0000,0.3653108969978664,0.3749742805957794,0.0,0.7391304347826086,0.2608695652173913,23,Bearish
EML.N0000,0.37631702152165497,0.31092140078544617,0.0,0.5909090909090909,0.4090909090909091,22,Neutral
ETWO.N0000,0.36800141288683963,0.4124963879585266,0.0,0.7692307692307693,0.23076923076923078,13,Bearish
EXT.N0000,0.38345329463481903,0.38292235136032104,0.0,0.8125,0.1875,16,Bearish
FCT.N0000,0.35438607548767664,0.3697546720504761,0.0,0.9433962264150944,0.05660377358490566,53,Bearish
GEST.N0000,0.34786777969064386,0.39023736119270325,0.0,0.8620689655172413,0.13793103448275862,29,Bearish
GHLL.N0000,0.33758293968789715,0.4169999063014984,0.0,0.9117647058823529,0.08823529411764706,34,Bearish
GLAS.N0000,0.34163107533080905,0.3338243365287781,0.0,1.0,0.0,51,Bearish
GRAN.N0000,0.3707222292820613,0.3568083941936493,0.0,0.7083333333333334,0.2916666666666667,24,Bearish
GREG.N0000,0.36739011196529164,0.37820252776145935,0.0,0.7058823529411765,0.29411764705882354,17,Bearish
GUAR.N0000,0.36308260900633677,0.383683443069458,0.0,0.8571428571428571,0.14285714285714285,28,Bearish
HAPU.N0000,0.3744644820690155,0.4295874834060669,0.0,0.75,0.25,20,Bearish
HARI.N0000,0.3454602865072397,0.3144364655017853,0.0,0.9230769230769231,0.07692307692307693,39,Bearish
HASU.N0000,0.3170164386431376,0.4351574182510376,0.0,0.9866666666666667,0.013333333333333334,75,Bearish
HAYC.N0000,0.37042543043692905,0.3735926151275635,0.0,0.8333333333333334,0.16666666666666666,24,Bearish
HAYL.N0000,0.35872241482138634,0.3902858793735504,0.0,0.75,0.25,24,Bearish
HBS.N0000,0.34137271857652507,0.42107093334198,0.0,0.9180327868852459,0.08196721311475409,61,Bearish
HDFC.N0000,0.37481958099773954,0.3303111493587494,0.0,0.9047619047619048,0.09523809523809523,21,Bearish
HELA.N0000,0.2546291940269016,0.12718690931797028,0.0,1.0,0.0,21,Bearish
HEXP.N0000,0.3811007056917463,0.4037846326828003,0.0,0.47619047619047616,0.5238095238095238,21,Neutral
HHL.N0000,0.34391186477845176,0.363974928855896,0.0,1.0,0.0,57,Bearish
HNB.N0000,0.34367502039792586,0.37505534291267395,0.0,0.9387755102040817,0.061224489795918366,49,Bearish
HNB.X0000,0.358080251187813,0.39576220512390137,0.0,0.8780487804878049,0.12195121951219512,41,Bearish
HNBF.N0000,0.33716510931650795,0.30953770875930786,0.0,1.0,0.0,15,Bearish
HNBF.X0000,0.3763991163836585,0.40049242973327637,0.0,0.7777777777777778,0.2222222222222222,18,Bearish
HOPL.N0000,0.3926648646593094,0.4223228991031647,0.0,0.5833333333333334,0.4166666666666667,12,Neutral
HPFL.N0000,0.3521010586991906,0.33832353353500366,0.0,0.9375,0.0625,32,Bearish
HPL.N0000,0.3552928738521807,0.3629883825778961,0.0,0.9090909090909091,0.09090909090909091,33,Bearish
HPWR.N0000,0.3725871741771698,0.407959520816803,0.0,0.6666666666666666,0.3333333333333333,3,Bearish
HSIG.N0000,0.35157036781311035,0.3522222936153412,0.0,1.0,0.0,19,Bearish
HUNA.N0000,0.3573675589127974,0.40797004103660583,0.0,0.7272727272727273,0.2727272727272727,22,Bearish
HUNT.N0000,0.3715603512067061,0.2898864150047302,0.0,0.7692307692307693,0.23076923076923078,13,Bearish
HVA.N0000,0.3973146118223667,0.3859354555606842,0.0,0.4375,0.5625,16,Neutral
INME.N0000,0.3753915468851725,0.42228707671165466,0.0,0.5333333333333333,0.4666666666666667,15,Neutral
JAT.N0000,0.35958630534318775,0.3859127461910248,0.0,0.8974358974358975,0.10256410256410256,39,Bearish
JETS.N0000,0.3810574973330778,0.3692511320114136,0.0,0.7647058823529411,0.23529411764705882,17,Bearish
JFP.N0000,0.3080019810451911,0.39116257429122925,0.0,0.7692307692307693,0.23076923076923078,26,Bearish
JINS.N0000,0.3564617584149043,0.33516725897789,0.0,0.9523809523809523,0.047619047619047616,42,Bearish
JKH.N0000,0.3269897724405445,0.30693161487579346,0.0,0.9827586206896551,0.017241379310344827,58,Bearish
JKL.N0000,0.3442914681187991,0.34914180636405945,0.0,0.8275862068965517,0.1724137931034483,29,Bearish
KAHA.N0000,0.3319936893307246,0.35266828536987305,0.0,1.0,0.0,52,Bearish
KCAB.N0000,0.3594490960240364,0.37930482625961304,0.0,0.7,0.3,20,Bearish
KFP.N0000,0.3583556742503725,0.40418562293052673,0.0,0.7586206896551724,0.2413793103448276,29,Bearish
KGAL.N0000,0.3735757810728891,0.43522408604621887,0.0,0.5714285714285714,0.42857142857142855,21,Neutral
KHC.N0000,0.3599852845072746,0.3555925190448761,0.0,0.95,0.05,20,Bearish
KHL.N0000,0.3785029927889506,0.33081698417663574,0.0,0.8666666666666667,0.13333333333333333,15,Bearish
KOTA.N0000,0.3756221104413271,0.3785836100578308,0.0,0.875,0.125,16,Bearish
KPHL.N0000,0.3747946890917691,0.3957955837249756,0.0,0.8181818181818182,0.18181818181818182,22,Bearish
KVAL.N0000,0.36445673182606697,0.3456266224384308,0.0,0.9583333333333334,0.041666666666666664,24,Bearish
KZOO.N0000,0.3745552913138741,0.3850700557231903,0.0,0.631578947368421,0.3684210526315789,19,Bearish
LALU.N0000,0.38267552852630615,0.39562419056892395,0.0,0.7058823529411765,0.29411764705882354,17,Bearish
LAMB.N0000,0.38642633190521825,0.32663118839263916,0.0,0.5384615384615384,0.46153846153846156,13,Neutral
LCBF.N0000,0.32895570320467793,0.3971959948539734,0.0,0.967741935483871,0.03225806451612903,31,Bearish
LCEY.N0000,0.38128459453582764,0.3724697232246399,0.0,0.8125,0.1875,16,Bearish
LDEV.N0000,0.3544388433982586,0.3103694021701813,0.0,0.8620689655172413,0.13793103448275862,29,Bearish
LFIN.N0000,0.3287288604244109,0.419771671295166,0.0,0.9032258064516129,0.0967741935483871,31,Bearish
LGIL.N0000,0.32880179524421693,0.4314654469490051,0.0,0.92,0.08,25,Bearish
LGL.N0000,0.36370530848701793,0.37521815299987793,0.0,0.8333333333333334,0.16666666666666666,24,Bearish
LGL.X0000,0.36909061173597973,0.36850979924201965,0.0,0.75,0.25,24,Bearish
LHCL.N0000,0.3680329789717992,0.33935001492500305,0.0,0.7333333333333333,0.26666666666666666,30,Bearish
LHL.N0000,0.38612597187360126,0.38409334421157837,0.0,0.8333333333333334,0.16666666666666666,12,Bearish
LIOC.N0000,0.3448106154151585,0.40647590160369873,0.0,0.9130434782608695,0.08695652173913043,46,Bearish
LION.N0000,0.32308737827198847,0.39589831233024597,0.0,0.9285714285714286,0.07142857142857142,28,Bearish
LITE.N0000,0.38000387139618397,0.3478482961654663,0.0,0.75,0.25,16,Bearish
LLUB.N0000,0.3873607158660889,0.36421993374824524,0.0,0.5333333333333333,0.4666666666666667,15,Neutral
LMF.N0000,0.35955816010634106,0.36691567301750183,0.0,0.8958333333333334,0.10416666666666667,48,Bearish
LOFC.N0000,0.2218507109757732,0.05693960562348366,0.0,1.0,0.0,17,Bearish
LOLC.N0000,0.36769236864582183,0.3714228868484497,0.0,0.6129032258064516,0.3870967741935484,31,Bearish
LPL.N0000,0.3685967676017595,0.36397096514701843,0.0,0.782608695652174,0.21739130434782608,23,Bearish
LPL.X0000,0.358615933607022,0.3884037435054779,0.0,1.0,0.0,24,Bearish
LPRT.N0000,0.37158330976963044,0.3950217366218567,0.0,1.0,0.0,10,Bearish
LUMX.N0000,0.3724595864613851,0.3883190155029297,0.0,1.0,0.0,15,Bearish
LVEF.N0000,0.3362900931988993,0.3723142743110657,0.0,1.0,0.0,31,Bearish
LVEN.N0000,0.34752560456593834,0.35670405626296997,0.0,0.9666666666666667,0.03333333333333333,30,Bearish
LWL.N0000,0.3668351648375392,0.39454275369644165,0.0,0.78125,0.21875,32,Bearish
MADU.N0000,0.355226193259402,0.3356097340583801,0.0,0.975609756097561,0.024390243902439025,41,Bearish
MAL.N0000,0.38516833186149596,0.3630170524120331,0.0,0.6,0.4,10,Neutral
MAL.X0000,0.35788832505544027,0.3483065366744995,0.0,0.9333333333333333,0.06666666666666667,15,Bearish
MARA.N0000,0.3588886046409607,0.3630606532096863,0.0,0.92,0.08,25,Bearish
MASK.N0000,0.345860755443573,0.4040268361568451,0.0,0.96,0.04,25,Bearish
MBSL.N0000,0.367657161421246,0.3762648403644562,0.0,0.8333333333333334,0.16666666666666666,18,Bearish
MCPL.N0000,0.3619653906511224,0.30312037467956543,0.0,0.6521739130434783,0.34782608695652173,23,Bearish
MDL.N0000,0.35429613788922626,0.320518434047699,0.0,0.7777777777777778,0.2222222222222222,27,Bearish
MEL.N0000,0.4033112334353583,0.3718228340148926,0.0,0.42857142857142855,0.5714285714285714,14,Neutral
MELS.N0000,0.36626327484846116,0.37435534596443176,0.0,1.0,0.0,20,Bearish
MERC.N0000,0.33150612376630306,0.34540683031082153,0.0,1.0,0.0,48,Bearish
MFPE.N0000,0.36344017194850103,0.39649859070777893,0.0,0.8571428571428571,0.14285714285714285,28,Bearish
MGT.N0000,0.36127564973301357,0.3761485517024994,0.0,0.8518518518518519,0.14814814814814814,27,Bearish
MHDL.N0000,0.30637254140206743,0.3774815499782562,0.0,1.0,0.0,14,Bearish
MRH.N0000,0.3708024879296621,0.37462663650512695,0.0,0.8,0.2,15,Bearish
MSL.N0000,0.36663140627470886,0.39009523391723633,0.0,0.9090909090909091,0.09090909090909091,22,Bearish
MULL.N0000,0.3152540346671795,0.3612070083618164,0.0,1.0,0.0,29,Bearish
NAMU.N0000,0.3391696374331202,0.4256172478199005,0.0,0.8571428571428571,0.14285714285714285,28,Bearish
NDB.N0000,0.37399308471118703,0.41452646255493164,0.0,0.8235294117647058,0.17647058823529413,17,Bearish
NEH.N0000,0.32771433889865875,0.4272890090942383,0.0,0.8888888888888888,0.1111111111111111,18,Bearish
NHL.N0000,0.3323606654353764,0.36591216921806335,0.0,1.0,0.0,46,Bearish
NTB.N0000,0.3176932830363512,0.4218006730079651,0.0,0.9875,0.0125,80,Bearish
NTB.X0000,0.3343719571828842,0.3942209780216217,0.0,0.95,0.05,40,Bearish
ODEL.N0000,0.36531811035596407,0.33245301246643066,0.0,0.8846153846153846,0.11538461538461539,26,Bearish
OFEQ.N0000,0.35891238779857243,0.3943677842617035,0.0,0.7586206896551724,0.2413793103448276,29,Bearish
ONAL.N0000,0.33883893582969904,0.4096691310405731,0.0,0.875,0.125,32,Bearish
OSEA.N0000,0.3517407051154545,0.37452012300491333,0.0,0.9047619047619048,0.09523809523809523,42,Bearish
PABC.N0000,0.34631025634313883,0.39280974864959717,0.0,0.9210526315789473,0.07894736842105263,38,Bearish
PACK.N0000,0.3686007675917252,0.3760157823562622,0.0,0.8260869565217391,0.17391304347826086,23,Bearish
PALM.N0000,0.375309818983078,0.397683709859848,0.0,0.8,0.2,5,Bearish
PAP.N0000,0.3872811774412791,0.3774219751358032,0.0,0.6666666666666666,0.3333333333333333,15,Bearish
PARA.N0000,0.34545048850554005,0.42368409037590027,0.0,0.8148148148148148,0.18518518518518517,27,Bearish
PARQ.N0000,0.3537124454975128,0.35460183024406433,0.0,0.9,0.1,20,Bearish
PEG.N0000,0.3574151049057643,0.3502235412597656,0.0,0.8333333333333334,0.16666666666666666,24,Bearish
PHAR.N0000,0.40009671449661255,0.3997308611869812,0.0,0.5,0.5,14,Neutral
PINS.N0000,0.3681717316309611,0.41414201259613037,0.0,0.6666666666666666,0.3333333333333333,24,Bearish
PKME.N0000,0.3395399387393679,0.3368821442127228,0.0,0.9285714285714286,0.07142857142857142,28,Bearish
PLC.N0000,0.3519553676728279,0.40358656644821167,0.0,0.9354838709677419,0.06451612903225806,31,Bearish
PLR.N0000,0.3713843744052084,0.3614923655986786,0.0,0.8421052631578947,0.15789473684210525,19,Bearish
PMB.N0000,0.38909794203937054,0.3847958445549011,0.0,0.625,0.375,16,Bearish
RAL.N0000,0.2683742603189067,0.31742024421691895,0.0,1.0,0.0,19,Bearish
RCH.N0000,0.3380884329477946,0.40747079253196716,0.0,0.9166666666666666,0.08333333333333333,12,Bearish
RCL.N0000,0.3881551083177328,0.38307085633277893,0.0,0.6875,0.3125,16,Bearish
REEF.N0000,0.31606507088456837,0.3170327842235565,0.0,1.0,0.0,14,Bearish
RENU.N0000,0.3567840365263132,0.38686680793762207,0.0,0.9230769230769231,0.07692307692307693,26,Bearish
REXP.N0000,0.3589044090579538,0.42564019560813904,0.0,0.7647058823529411,0.23529411764705882,17,Bearish
RFL.N0000,0.3339613695298472,0.40618887543678284,0.0,0.9032258064516129,0.0967741935483871,31,Bearish
RGEM.N0000,0.3468159910129464,0.397581547498703,0.0,0.9782608695652174,0.021739130434782608,46,Bearish
RHL.N0000,0.37921603620052335,0.39855390787124634,0.0,0.75,0.25,40,Bearish
RHL.X0000,0.386694153601473,0.36448633670806885,0.0,0.5909090909090909,0.4090909090909091,22,Neutral
RHTL.N0000,0.37447859111585113,0.4202486574649811,0.0,0.631578947368421,0.3684210526315789,19,Bearish
RICH.N0000,0.37856621467150176,0.32811158895492554,0.0,1.0,0.0,13,Bearish
RIL.N0000,0.3593038558959961,0.34739020466804504,0.0,0.75,0.25,20,Bearish
RPBH.N0000,0.34664047526758773,0.43201249837875366,0.0,0.9302325581395349,0.06976744186046512,43,Bearish
RWSL.N0000,0.3580223321914673,0.35331571102142334,0.0,0.8947368421052632,0.10526315789473684,19,Bearish
SAMP.N0000,0.3557441061735153,0.3826073110103607,0.0,0.98,0.02,50,Bearish
SCAP.N0000,0.37133823831876117,0.3452381193637848,0.0,1.0,0.0,15,Bearish
SDB.N0000,0.39801410747611005,0.3519602417945862,0.0,0.4782608695652174,0.5217391304347826,23,Neutral
SDF.N0000,0.3612515740096569,0.4201264977455139,0.0,0.9166666666666666,0.08333333333333333,24,Bearish
SEMB.N0000,0.0257057861459476,0.025116553530097008,0.0,1.0,0.0,27,Bearish
SEMB.X0000,0.02528152267138163,0.025365682318806648,0.0,1.0,0.0,15,Bearish
SERV.N0000,0.3259721462215696,0.3319208323955536,0.0,0.9523809523809523,0.047619047619047616,21,Bearish
SEYB.N0000,0.35209818319840863,0.398488312959671,0.0,0.8636363636363636,0.13636363636363635,22,Bearish
SEYB.X0000,0.37272211798915156,0.37909987568855286,0.0,0.5925925925925926,0.4074074074074074,27,Neutral
SFCL.N0000,0.34661480933427813,0.4336079955101013,0.0,0.9,0.1,20,Bearish
SFIN.N0000,0.36913288212739503,0.44034048914909363,0.0,0.6538461538461539,0.34615384615384615,26,Bearish
SHAW.N0000,0.3238320970067791,0.369873046875,0.0,0.9803921568627451,0.0196078431372549,51,Bearish
SHL.N0000,0.35990843615111184,0.35867226123809814,0.0,0.9705882352941176,0.029411764705882353,34,Bearish
SHOT.N0000,0.3755960710670637,0.3870537281036377,0.0,0.782608695652174,0.21739130434782608,23,Bearish
SHOT.X0000,0.3760088920593262,0.40813878178596497,0.0,0.75,0.25,20,Bearish
SIGV.N0000,0.3427229733378799,0.3046764135360718,0.0,1.0,0.0,27,Bearish
SIL.N0000,0.34366654072489056,0.36197587847709656,0.0,0.8928571428571429,0.10714285714285714,28,Bearish
SING.N0000,0.32225050777196884,0.37157437205314636,0.0,1.0,0.0,4,Bearish
SINH.N0000,0.37528661688168846,0.31924834847450256,0.0,0.8666666666666667,0.13333333333333333,15,Bearish
SINS.N0000,0.36694780240456265,0.370128870010376,0.0,0.75,0.25,24,Bearish
SIRA.N0000,0.35615459711928116,0.3651830554008484,0.0,0.8421052631578947,0.15789473684210525,19,Bearish
SLND.N0000,0.3237859176264869,0.3192749321460724,0.0,0.8888888888888888,0.1111111111111111,18,Bearish
SLTL.N0000,0.4069734237023762,0.39104485511779785,0.0,0.2857142857142857,0.7142857142857143,14,Neutral
SMOT.N0000,0.3498815510954176,0.3623429834842682,0.0,0.9285714285714286,0.07142857142857142,28,Bearish
SOY.N0000,0.36094045639038086,0.3584602475166321,0.0,0.8571428571428571,0.14285714285714285,14,Bearish
SPEN.N0000,0.3219769448041916,0.2515154778957367,0.0,1.0,0.0,18,Bearish
STAF.N0000,0.3571650295153908,0.37982121109962463,0.0,0.9130434782608695,0.08695652173913043,23,Bearish
SUN.N0000,0.35584955355700326,0.38331338763237,0.0,0.9705882352941176,0.029411764705882353,34,Bearish
SWAD.N0000,0.34027957916259766,0.3276861310005188,0.0,1.0,0.0,13,Bearish
TAFL.N0000,0.3746721228727928,0.3766818940639496,0.0,0.8846153846153846,0.11538461538461539,26,Bearish
TAJ.N0000,0.3657878064192258,0.3571566343307495,0.0,0.7692307692307693,0.23076923076923078,26,Bearish
