security,regime,signal_kmeans,score_x,model_x,score_y,signal_classifier,model_y,transformer_avg_score,transformer_last_score,buy_ratio,sell_ratio,hold_ratio,total_signals,transformer_momentum,signal_transformer,final_signal
CBNK.N0000,🛑 Panic Crash,SELL,,kmeans,0.3284866318283367,SELL,classifier,0.3379617463319729,0.3282655477523803,0.0,1.0,0.0,39,Bearish,SELL,🔻 SELL
CHL.N0000,🛑 Panic Crash,SELL,,kmeans,0.3341554545052638,SELL,classifier,0.3592943258975681,0.3589448630809784,0.0,1.0,0.0,38,Bearish,SELL,🔻 SELL
EML.N0000,🛑 Panic Crash,SELL,,kmeans,0.4866106030300362,HOLD,classifier,0.3750462116379487,0.3883454501628876,0.0,1.0,0.0,38,Bearish,SELL,🔻 SELL
CARE.N0000,🛑 Panic Crash,SELL,,kmeans,0.4034857101359834,HOLD,classifier,0.3603605843604879,0.3397308588027954,0.0,0.9787234042553192,0.0212765957446808,47,Bearish,SELL,🔻 SELL
LIOC.N0000,🛑 Panic Crash,SELL,,kmeans,0.3332154847315533,SELL,classifier,0.3449305216781795,0.36513751745224,0.0,0.96875,0.03125,64,Bearish,SELL,🔻 SELL
PKME.N0000,🛑 Panic Crash,SELL,,kmeans,0.3535334572270086,SELL,classifier,0.3559474964504656,0.3288362026214599,0.0,1.0,0.0,46,Bearish,SELL,🔻 SELL
SLTL.N0000,🛑 Panic Crash,SELL,,kmeans,0.3565522084894151,SELL,classifier,0.3797085493803024,0.3703310191631317,0.0,1.0,0.0,30,Bearish,SELL,🔻 SELL
CITH.N0000,🛑 Panic Crash,SELL,,kmeans,0.3248056091145299,SELL,classifier,0.3076688788640193,0.360623151063919,0.0,1.0,0.0,39,Bearish,SELL,🔻 SELL
LGL.X0000,🛑 Panic Crash,SELL,,kmeans,0.4404787965800197,HOLD,classifier,0.3765241745355966,0.4062854349613189,0.0,0.918918918918919,0.081081081081081,37,Bearish,SELL,🔻 SELL
CLND.N0000,🛑 Panic Crash,SELL,,kmeans,0.4265504706138056,HOLD,classifier,0.3746937612692515,0.3830747306346893,0.0,0.9166666666666666,0.0833333333333333,48,Bearish,SELL,🔻 SELL
APLA.N0000,🛑 Panic Crash,SELL,,kmeans,0.3503580205574909,SELL,classifier,0.3602202973867717,0.3366846442222595,0.0,1.0,0.0,38,Bearish,SELL,🔻 SELL
COMD.N0000,🛑 Panic Crash,SELL,,kmeans,0.4266934294035451,HOLD,classifier,0.3687773918618961,0.3616932332515716,0.0,0.979591836734694,0.0204081632653061,49,Bearish,SELL,🔻 SELL
PINS.N0000,🛑 Panic Crash,SELL,,kmeans,0.3448856610328892,SELL,classifier,0.3527182493660901,0.3485802114009857,0.0,1.0,0.0,37,Bearish,SELL,🔻 SELL
HNBF.N0000,🛑 Panic Crash,SELL,,kmeans,0.2211725995958428,SELL,classifier,0.3223777607534871,0.2436822056770324,0.0,1.0,0.0,33,Bearish,SELL,🔻 SELL
LHL.N0000,🛑 Panic Crash,SELL,,kmeans,0.345401087807528,SELL,classifier,0.3710965200474387,0.3643036186695099,0.0,1.0,0.0,19,Bearish,SELL,🔻 SELL
ASIY.N0000,🛑 Panic Crash,SELL,,kmeans,0.3407322509127816,SELL,classifier,0.3717905053070613,0.3651582896709442,0.0,1.0,0.0,35,Bearish,SELL,🔻 SELL
GREG.N0000,🛑 Panic Crash,SELL,,kmeans,0.5120700198655821,HOLD,classifier,0.3676288560513527,0.3699512779712677,0.0,1.0,0.0,31,Bearish,SELL,🔻 SELL
UML.N0000,🛑 Panic Crash,SELL,,kmeans,0.3412377814875095,SELL,classifier,0.357911912050653,0.366163045167923,0.0,1.0,0.0,47,Bearish,SELL,🔻 SELL
PLC.N0000,🛑 Panic Crash,SELL,,kmeans,0.3961854179566404,SELL,classifier,0.3392549084157359,0.3428786396980285,0.0,1.0,0.0,49,Bearish,SELL,🔻 SELL
CTBL.N0000,🛑 Panic Crash,SELL,,kmeans,0.3694178647555194,SELL,classifier,0.356267550895954,0.3682024776935577,0.0,0.9827586206896552,0.0172413793103448,58,Bearish,SELL,🔻 SELL
HEXP.N0000,🛑 Panic Crash,SELL,,kmeans,0.2509300958935057,SELL,classifier,0.3803832607391553,0.3555246591567993,0.0,0.8205128205128205,0.1794871794871795,39,Bearish,SELL,🔻 SELL
LGL.N0000,🛑 Panic Crash,SELL,,kmeans,0.3736577115446854,SELL,classifier,0.3684836902788707,0.3723847866058349,0.0,1.0,0.0,42,Bearish,SELL,🔻 SELL
BRR.N0000,🛑 Panic Crash,SELL,,kmeans,0.3480185251537437,SELL,classifier,0.3794519369091306,0.3870004117488861,0.0,0.9642857142857144,0.0357142857142857,28,Bearish,SELL,🔻 SELL
AAF.N0000,🛑 Panic Crash,SELL,,kmeans,0.327862028823729,SELL,classifier,0.3766710883692691,0.381494790315628,0.0,0.9736842105263158,0.0263157894736842,38,Bearish,SELL,🔻 SELL
AINS.N0000,🛑 Panic Crash,SELL,,kmeans,0.2935619962500983,SELL,classifier,0.3581788276517114,0.3359776735305786,0.0,1.0,0.0,43,Bearish,SELL,🔻 SELL
SOY.N0000,🛑 Panic Crash,SELL,,kmeans,0.4236851770446715,HOLD,classifier,0.3609826243840731,0.3885021209716797,0.0,1.0,0.0,26,Bearish,SELL,🔻 SELL
AEL.N0000,🛑 Panic Crash,SELL,,kmeans,0.4877049264452432,HOLD,classifier,0.3521157069050747,0.3443947732448578,0.0,1.0,0.0,46,Bearish,SELL,🔻 SELL
COCO.N0000,🛑 Panic Crash,SELL,,kmeans,0.3668288569345947,SELL,classifier,0.3788061281856225,0.3672367930412292,0.0,0.8163265306122449,0.1836734693877551,49,Bearish,SELL,🔻 SELL
KCAB.N0000,🛑 Panic Crash,SELL,,kmeans,0.3389763747888223,SELL,classifier,0.3616977962287697,0.3528825342655182,0.0,0.972972972972973,0.027027027027027,37,Bearish,SELL,🔻 SELL
MBSL.N0000,🛑 Panic Crash,SELL,,kmeans,0.3268573933152425,SELL,classifier,0.3725537666252681,0.3767622411251068,0.0,0.9714285714285714,0.0285714285714285,35,Bearish,SELL,🔻 SELL
MHDL.N0000,🛑 Panic Crash,SELL,,kmeans,0.358177771211344,SELL,classifier,0.3739027589559555,0.3823705911636352,0.0,1.0,0.0,30,Bearish,SELL,🔻 SELL
ASIR.N0000,🛑 Panic Crash,SELL,,kmeans,0.3234545886335045,SELL,classifier,0.3602496448983537,0.4053044319152832,0.0,0.8936170212765957,0.1063829787234042,47,Bearish,SELL,🔻 SELL
CFI.N0000,🛑 Panic Crash,SELL,,kmeans,0.4123873940413565,HOLD,classifier,0.3768580152142432,0.3925875127315521,0.0,1.0,0.0,31,Bearish,SELL,🔻 SELL
ACME.N0000,🛑 Panic Crash,SELL,,kmeans,0.5526216770180064,HOLD,classifier,0.3681526367480938,0.3932889103889465,0.0,1.0,0.0,39,Bearish,SELL,🔻 SELL
LCEY.N0000,🛑 Panic Crash,SELL,,kmeans,0.3063338322617361,SELL,classifier,0.3684770301465065,0.3725528120994568,0.0,1.0,0.0,31,Bearish,SELL,🔻 SELL
RGEM.N0000,🛑 Panic Crash,SELL,,kmeans,0.4446506011671115,HOLD,classifier,0.3584334400750823,0.3941207528114319,0.0,1.0,0.0,59,Bearish,SELL,🔻 SELL
KZOO.N0000,🛑 Panic Crash,SELL,,kmeans,0.4162496616082074,HOLD,classifier,0.3748895592159695,0.3838659226894378,0.0,0.9166666666666666,0.0833333333333333,36,Bearish,SELL,🔻 SELL
UAL.N0000,🛑 Panic Crash,SELL,,kmeans,0.4624445237668256,HOLD,classifier,0.3613135198300535,0.3846418559551239,0.0,1.0,0.0,44,Bearish,SELL,🔻 SELL
TKYO.N0000,🛑 Panic Crash,SELL,,kmeans,0.3600253018536831,SELL,classifier,0.3525457878907521,0.330765038728714,0.0,1.0,0.0,42,Bearish,SELL,🔻 SELL
YORK.N0000,🛑 Panic Crash,SELL,,kmeans,0.3591149939171262,SELL,classifier,0.3599641001224518,0.3920084536075592,0.0,1.0,0.0,25,Bearish,SELL,🔻 SELL
SMOT.N0000,🛑 Panic Crash,SELL,,kmeans,0.4714228740936148,HOLD,classifier,0.3620996303856373,0.3873236775398254,0.0,1.0,0.0,40,Bearish,SELL,🔻 SELL
CSD.N0000,🛑 Panic Crash,SELL,,kmeans,0.3944408652258714,SELL,classifier,0.3534146065895374,0.3741224706172943,0.0,1.0,0.0,39,Bearish,SELL,🔻 SELL
PARQ.N0000,🛑 Panic Crash,SELL,,kmeans,0.4304157069315856,HOLD,classifier,0.3604879638082103,0.3582424521446228,0.0,0.9736842105263158,0.0263157894736842,38,Bearish,SELL,🔻 SELL
EAST.N0000,🛑 Panic Crash,SELL,,kmeans,0.2539528189937378,SELL,classifier,0.3590331596547159,0.3916720151901245,0.0,1.0,0.0,58,Bearish,SELL,🔻 SELL
