id,recorded_at,security,total_bid,total_ask,diff_percent,ppl_dominance,total_bid_splits,total_ask_splits,top_bid_qty,top_bid_price,current_bid_price
70,"2026-01-13 12:45:56",RFL.N0000,25685,38204,-48.7400,0.0000,11,11,8490,39.000000,40.000000
71,"2026-01-13 12:45:56",UBF.N0000,4788369,7194501,-50.2500,17.0500,230,163,2081188,2.900000,3.100000
72,"2026-01-13 12:45:56",BFL.N0000,130314,199172,-52.8400,44.4400,52,20,50360,93.500000,94.000000
73,"2026-01-13 12:45:56",LMF.N0000,249495,385039,-54.3300,29.0300,60,33,71752,69.000000,70.000000
74,"2026-01-13 12:45:56",HASU.N0000,46550,71966,-54.6000,-13.5100,16,21,10000,102.500000,107.750000
75,"2026-01-13 12:45:56",RGEM.N0000,8578,13290,-54.9300,14.2900,16,12,2000,93.000000,94.200000
76,"2026-01-13 12:45:56",SEMB.N0000,64549364,100686517,-55.9800,-13.5200,307,403,50612104,0.700000,0.700000
77,"2026-01-13 12:45:56",AAIC.N0000,46339,74048,-59.8000,54.8400,72,21,7326,74.000000,74.400000
78,"2026-01-13 12:45:56",RIL.N0000,1146463,1853641,-61.6800,-37.2500,32,70,593752,36.000000,36.200000
79,"2026-01-13 12:45:56",MARA.N0000,506056,827703,-63.5600,27.4700,58,33,152145,6.900000,7.000000
80,"2026-01-13 12:45:56",SMOT.N0000,1752,2903,-65.7000,7.6900,14,12,250,1660.000000,1662.000000
81,"2026-01-13 12:45:56",RWSL.N0000,501391,847419,-69.0100,39.7800,65,28,225074,25.000000,25.100000
82,"2026-01-13 12:45:56",COMB.X0000,53319,93032,-74.4800,20.0000,45,30,24524,200.000000,201.000000
83,"2026-01-13 12:45:56",RCH.N0000,11419,19933,-74.5600,16.1300,18,13,200,239.000000,242.000000
84,"2026-01-13 12:45:56",MAL.N0000,4361,7781,-78.4200,21.2100,20,13,2102,55.100000,56.200000
85,"2026-01-13 12:45:56",MSL.N0000,535,956,-78.6900,2.7000,19,18,150,390.000000,400.000000
86,"2026-01-13 12:45:56",DPL.N0000,348110,626841,-80.0700,30.0000,52,28,102983,16.900000,17.200000
87,"2026-01-13 12:45:56",ASIY.N0000,1155929,2092309,-81.0100,-20.8600,74,113,306060,10.000000,10.900000
88,"2026-01-13 12:45:56",BREW.N0000,380,690,-81.5800,21.4300,17,11,48,2562.000000,2563.000000
89,"2026-01-13 12:45:56",BPPL.N0000,92560,170743,-84.4700,41.1800,36,15,6135,19.500000,20.100000
90,"2026-01-13 12:45:56",CHL.N0000,19239,35681,-85.4600,22.7300,27,17,5475,310.000000,317.000000
91,"2026-01-13 12:45:56",SAMP.N0000,328908,611990,-86.0700,29.7100,179,97,132462,153.000000,153.750000
92,"2026-01-13 12:45:56",HELA.N0000,6405516,11935401,-86.3300,-3.0000,291,309,1809029,3.200000,3.300000
93,"2026-01-13 12:45:56",CIT.N0000,2833,5304,-87.2200,0.0000,11,11,100,507.000000,507.750000
94,"2026-01-13 12:45:56",GEST.N0000,5535,10392,-87.7500,0.0000,12,12,3624,227.000000,228.000000
95,"2026-01-13 12:45:56",MFPE.N0000,240989,454446,-88.5800,18.1800,65,45,45546,14.300000,14.600000
96,"2026-01-13 12:45:56",NTB.X0000,1509,2892,-91.6500,-4.7600,10,11,940,302.000000,394.000000
97,"2026-01-13 12:45:56",SINS.N0000,141356,271610,-92.1500,15.3800,30,22,34970,90.000000,90.300000
98,"2026-01-13 12:45:56",CABO.N0000,18194,35976,-97.7400,-9.5200,19,23,10010,213.000000,213.750000
99,"2026-01-13 12:45:56",CINV.N0000,23145,45798,-97.8700,24.3200,23,14,10000,124.000000,128.750000
100,"2026-01-13 12:45:56",LOFC.N0000,9400639,18660621,-98.5000,-6.2200,309,350,2680204,5.500000,6.100000
101,"2026-01-13 12:45:56",EMER.N0000,639962,1279866,-99.9900,-14.6100,38,51,275279,12.600000,12.900000
102,"2026-01-13 12:45:56",CONN.N0000,39150,79441,-102.9100,9.0900,18,15,25000,37.100000,38.700000
103,"2026-01-13 12:45:56",BOGA.N0000,86917,177931,-104.7100,47.6900,48,17,28291,155.000000,155.750000
104,"2026-01-13 12:45:56",AINS.N0000,12831,26616,-107.4400,-8.1100,17,20,5001,33.700000,35.000000
105,"2026-01-13 12:45:56",SHL.N0000,527260,1095661,-107.8000,54.6100,109,32,225738,5.500000,5.700000
106,"2026-01-13 12:45:56",HPWR.N0000,1329897,2763799,-107.8200,3.0900,100,94,274653,10.500000,11.100000
107,"2026-01-13 12:45:56",KCAB.N0000,113771,236627,-107.9900,28.0000,48,27,75128,141.750000,142.250000
108,"2026-01-13 12:45:56",PMB.N0000,147924,309656,-109.3300,26.6700,38,22,37719,13.200000,13.500000
109,"2026-01-13 12:45:56",SERV.N0000,602812,1291790,-114.2900,53.2800,105,32,274879,20.000000,20.800000
110,"2026-01-13 12:45:56",KZOO.N0000,381495,818209,-114.4700,-16.2200,31,43,95281,11.700000,11.700000
111,"2026-01-13 12:45:56",RPBH.N0000,8655,18618,-115.1100,-17.6500,14,20,3350,60.800000,63.600000
112,"2026-01-13 12:45:56",JAT.N0000,103505,222862,-115.3200,24.0500,49,30,30875,47.000000,47.500000
113,"2026-01-13 12:45:56",CHOT.N0000,101312,221698,-118.8300,-4.5500,21,23,113500,32.100000,40.000000
114,"2026-01-13 12:45:56",SLTL.N0000,177613,390258,-119.7200,-20.0000,26,39,102968,92.000000,92.500000
115,"2026-01-13 12:45:56",COOP.N0000,3377247,7441475,-120.3400,8.6700,163,137,3059131,4.000000,4.200000
116,"2026-01-13 12:45:56",CSLK.N0000,675770,1493321,-120.9800,-3.7600,64,69,257815,14.800000,15.100000
117,"2026-01-13 12:45:56",CRL.N0000,362855,805321,-121.9400,2.2200,46,44,131000,4.900000,5.300000
118,"2026-01-13 12:45:56",SFIN.N0000,79938,179299,-124.3000,-23.4000,18,29,27002,62.200000,65.000000
119,"2026-01-13 12:45:56",ELPL.N0000,15018,33707,-124.4400,-3.0300,16,17,6316,180.250000,180.500000
120,"2026-01-13 12:45:56",ASPH.N0000,71092075,160171814,-125.3000,-6.8800,352,404,56329402,0.400000,0.400000
121,"2026-01-13 12:45:56",NAMU.N0000,5534,12547,-126.7300,-6.6700,14,16,180,726.000000,730.000000
122,"2026-01-13 12:45:56",HVA.N0000,1136805,2589775,-127.8100,-17.7400,102,146,290232,3.400000,3.700000
123,"2026-01-13 12:45:56",CARE.N0000,14823,34137,-130.3000,12.5000,18,14,4000,53.600000,54.100000
124,"2026-01-13 12:45:56",CFIN.N0000,52339,120875,-130.9500,16.3600,32,23,15152,278.000000,279.500000
125,"2026-01-13 12:45:56",VFIN.N0000,96148,224173,-133.1500,40.3000,47,20,14843,105.000000,105.500000
126,"2026-01-13 12:45:56",SEMB.X0000,80076444,186844261,-133.3300,-33.7500,268,541,56147656,0.200000,0.300000
127,"2026-01-13 12:45:56",BIL.N0000,11639429,27240554,-134.0400,-2.3100,339,355,4086983,6.600000,6.700000
128,"2026-01-13 12:45:56",UAL.N0000,13936,33077,-137.3500,28.5700,27,15,1970,79.300000,80.100000
129,"2026-01-13 12:45:56",HNB.N0000,109637,260388,-137.5000,6.8500,39,34,59040,420.000000,421.500000
130,"2026-01-13 12:45:56",RAL.N0000,1998347,4769624,-138.6800,-12.6400,159,205,506299,14.000000,14.000000
131,"2026-01-13 12:45:56",VLL.N0000,243700,582177,-138.8900,53.8500,60,18,79800,22.000000,22.900000
132,"2026-01-13 12:45:56",TKYO.X0000,63057,151696,-140.5700,6.1200,26,23,26737,93.000000,94.100000
